History,Stock,% of Portfolio,RecentActivity,Shares,ReportedPrice*,Value,Unnamed: 7,Current Price,+/-Reported Price,52Week Low,52Week High,Investor,Page
≡,ZBH - Zimmer Biomet Holdings,2.43,Reduce 5.08%,850757,$89.92,"$76,500,000",,$97.15,8.04%,$84.59,$113.56,Harry Burn - Sound Shore,1
≡,WTW - Willis Towers Watson plc,2.36,Reduce 8.66%,226119,$328.60,"$74,303,000",,$295.50,-10.07%,$275.60,$351.81,Harry Burn - Sound Shore,1
≡,AMAT - Applied Materials,2.29,Reduce 29.72%,280589,$256.99,"$72,109,000",,$359.13,39.74%,$122.79,$376.32,Harry Burn - Sound Shore,1
≡,MHK - Mohawk Industries,2.26,Reduce 1.62%,650447,$109.30,"$71,094,000",,$131.91,20.69%,$96.24,$143.13,Harry Burn - Sound Shore,1
≡,HII - Huntington Ingalls Industries,2.21,Reduce 28.83%,204283,$340.07,"$69,471,000",,$417.83,22.87%,$160.92,$436.14,Harry Burn - Sound Shore,1
≡,BP - BP plc,2.16,Buy,1954785,$34.73,"$67,890,000",,$37.56,8.15%,$24.13,$39.51,Harry Burn - Sound Shore,1
≡,FLEX - Flex Ltd.,1.96,Reduce 13.09%,1018314,$60.42,"$61,527,000",,$64.42,6.62%,$25.11,$72.22,Harry Burn - Sound Shore,1
≡,B - Barrick Mining Corp.,1.6,Reduce 0.72%,1155678,$43.55,"$50,330,000",,$46.65,7.12%,$16.74,$54.69,Harry Burn - Sound Shore,1
≡,WBD - Warner Bros. Discovery Inc.,0.91,Reduce 77.18%,990615,$28.82,"$28,550,000",,$28.75,-0.24%,$7.52,$30.00,Harry Burn - Sound Shore,1
≡,NEM - Newmont Corp.,0.28,,88665,$99.85,"$8,853,000",,$122.31,22.49%,$40.54,$134.88,Harry Burn - Sound Shore,1
≡,GOOG - Alphabet Inc. CL C,6.88,,2749860,$313.80,"$862,906,000",,$302.82,-3.50%,$142.27,$350.15,Thomas Gayner - Markel Group,1
≡,BRK.A - Berkshire Hathaway CL A,6.7,,1114,$754799.82,"$840,847,000",,$754910.00,0.01%,$685150.00,$812855.00,Thomas Gayner - Markel Group,1
≡,BRK.B - Berkshire Hathaway CL B,6.14,,1531971,$502.65,"$770,045,000",,$503.41,0.15%,$455.19,$542.07,Thomas Gayner - Markel Group,1
≡,BN - Brookfield Corp.,4.78,Reduce 0.00%,13073609,$45.89,"$599,948,000",,$47.78,4.12%,$28.95,$49.57,Thomas Gayner - Markel Group,1
≡,AMZN - Amazon.com Inc.,3.74,,2030760,$230.82,"$468,740,000",,$201.15,-12.85%,$161.38,$258.60,Thomas Gayner - Markel Group,1
≡,DE - Deere & Co.,3.26,,877900,$465.57,"$408,724,000",,$600.84,29.05%,$400.36,$626.25,Thomas Gayner - Markel Group,1
≡,V - Visa Inc.,2.79,,999285,$350.71,"$350,460,000",,$319.50,-8.90%,$296.78,$373.34,Thomas Gayner - Markel Group,1
≡,AAPL - Apple Inc.,2.66,,1227290,$271.86,"$333,651,000",,$263.88,-2.94%,$168.48,$288.35,Thomas Gayner - Markel Group,1
≡,GS - Goldman Sachs Group,2.52,,359360,$879.00,"$315,877,000",,$916.04,4.21%,$432.73,$984.70,Thomas Gayner - Markel Group,1
≡,HD - Home Depot,2.52,,920000,$344.10,"$316,572,000",,$383.04,11.32%,$320.39,$424.01,Thomas Gayner - Markel Group,1
≡,ADI - Analog Devices,2.21,Reduce 12.37%,1023245,$271.20,"$277,504,000",,$337.51,24.45%,$156.76,$343.96,Thomas Gayner - Markel Group,1
≡,MSFT - Microsoft Corp.,2.07,Add 0.68%,535680,$483.62,"$259,066,000",,$396.86,-17.94%,$342.95,$553.50,Thomas Gayner - Markel Group,1
≡,BLK - BlackRock Inc.,1.88,,220200,$1070.34,"$235,689,000",,$1072.67,0.22%,$762.34,$1214.03,Thomas Gayner - Markel Group,1
≡,DIS - Walt Disney Co.,1.84,,2031665,$113.77,"$231,143,000",,$105.44,-7.32%,$79.22,$123.85,Thomas Gayner - Markel Group,1
≡,LPLA - LPL Financial Holdings Inc.,1.59,Add 1.20%,559951,$357.17,"$199,998,000",,$322.19,-9.79%,$262.20,$402.91,Thomas Gayner - Markel Group,1
≡,WSO - Watsco Inc.,1.55,Add 2.21%,577669,$336.95,"$194,645,000",,$422.83,25.49%,$320.50,$520.35,Thomas Gayner - Markel Group,1
≡,BX - Blackstone Group,1.51,,1229000,$154.14,"$189,438,000",,$131.39,-14.76%,$111.85,$186.25,Thomas Gayner - Markel Group,1
≡,CAT - Caterpillar Inc.,1.5,,328650,$572.87,"$188,273,000",,$764.76,33.50%,$263.67,$789.81,Thomas Gayner - Markel Group,1
≡,KKR - KKR & Co. L.P.,1.48,,1451800,$127.48,"$185,076,000",,$102.55,-19.56%,$85.62,$153.15,Thomas Gayner - Markel Group,1
≡,AXP - American Express,1.44,Add 0.88%,488500,$369.95,"$180,721,000",,$344.53,-6.87%,$218.83,$386.63,Thomas Gayner - Markel Group,1
≡,GOOGL - Alphabet Inc.,1.43,,572000,$313.00,"$179,036,000",,$302.02,-3.51%,$140.14,$349.00,Thomas Gayner - Markel Group,1
≡,LOW - Lowe's Cos.,1.41,Add 1.07%,734480,$241.16,"$177,127,000",,$281.16,16.59%,$202.31,$293.06,Thomas Gayner - Markel Group,1
≡,PGR - Progressive Corp.,1.37,,753750,$227.72,"$171,644,000",,$207.90,-8.70%,$187.97,$275.18,Thomas Gayner - Markel Group,1
≡,META - Meta Platforms Inc.,1.31,Reduce 11.41%,248303,$660.09,"$163,903,000",,$639.29,-3.15%,$478.72,$795.06,Thomas Gayner - Markel Group,1
≡,RLI - RLI Corp.,1.22,,2394544,$63.98,"$153,203,000",,$60.77,-5.02%,$55.80,$78.68,Thomas Gayner - Markel Group,1
≡,APO - Apollo Global Management,1.17,,1012500,$144.76,"$146,569,000",,$125.15,-13.55%,$101.45,$162.40,Thomas Gayner - Markel Group,1
≡,NVO - Novo Nordisk A S,1.16,Add 21.16%,2869774,$50.88,"$146,014,000",,$49.37,-2.97%,$43.08,$91.22,Thomas Gayner - Markel Group,1
≡,FNV - Franco Nevada Corp.,1.13,Add 12.88%,683500,$207.28,"$141,676,000",,$249.73,20.48%,$135.87,$273.56,Thomas Gayner - Markel Group,1
≡,MRSH - Marsh,1.13,Add 0.89%,761750,$185.52,"$141,320,000",,$175.83,-5.22%,$170.37,$244.59,Thomas Gayner - Markel Group,1
≡,SCHW - Charles Schwab Corp.,1.1,Add 0.81%,1375800,$99.91,"$137,456,000",,$93.08,-6.84%,$65.08,$107.14,Thomas Gayner - Markel Group,1
≡,GD - General Dynamics,1.05,,391000,$336.66,"$131,634,000",,$342.52,1.74%,$234.67,$369.70,Thomas Gayner - Markel Group,1
≡,JNJ - Johnson & Johnson,1.01,,610800,$206.95,"$126,405,000",,$243.33,17.58%,$138.40,$246.35,Thomas Gayner - Markel Group,1
≡,TXN - Texas Instruments,1.0,,724000,$173.49,"$125,607,000",,$225.69,30.09%,$135.67,$231.32,Thomas Gayner - Markel Group,1
≡,DEO - Diageo ADR,0.94,Add 0.37%,1371708,$86.27,"$118,337,000",,$96.45,11.80%,$84.52,$113.71,Thomas Gayner - Markel Group,1
≡,MA - Mastercard Inc.,0.94,,207540,$570.88,"$118,480,000",,$521.93,-8.57%,$462.92,$600.08,Thomas Gayner - Markel Group,1
≡,BAM - Brookfield Asset Management,0.92,,2193953,$52.39,"$114,941,000",,$52.14,-0.48%,$40.81,$63.10,Thomas Gayner - Markel Group,1
≡,DG - Dollar General,0.92,,869250,$132.77,"$115,411,000",,$149.68,12.74%,$68.50,$155.00,Thomas Gayner - Markel Group,1
≡,MCO - Moody's Corp.,0.87,,213890,$510.85,"$109,266,000",,$423.22,-17.15%,$376.55,$546.88,Thomas Gayner - Markel Group,1
≡,HEI.A - HEICO Corp. CL A,0.76,,379644,$252.43,"$95,833,000",,$254.25,0.72%,$174.66,$279.66,Thomas Gayner - Markel Group,1
≡,ROL - Rollins Inc.,0.71,Add 0.90%,1489025,$60.02,"$89,372,000",,$60.08,0.10%,$49.15,$66.14,Thomas Gayner - Markel Group,1
≡,NVR - NVR Inc.,0.7,Add 0.92%,12007,$7292.75,"$87,564,000",,$7421.00,1.76%,$6562.85,$8618.28,Thomas Gayner - Markel Group,1
≡,ADM - Archer-Daniels-Midland,0.69,,1505800,$57.49,"$86,568,000",,$68.57,19.27%,$39.58,$69.57,Thomas Gayner - Markel Group,1
≡,LIN - Linde plc,0.68,Add 3.76%,200100,$426.39,"$85,320,000",,$482.22,13.09%,$387.78,$488.54,Thomas Gayner - Markel Group,1
≡,JPM - JPMorgan Chase & Co.,0.65,,252550,$322.22,"$81,377,000",,$307.13,-4.68%,$199.32,$335.87,Thomas Gayner - Markel Group,1
≡,MSCI - MSCI Inc.,0.65,,142850,$573.73,"$81,958,000",,$521.33,-9.13%,$480.26,$623.82,Thomas Gayner - Markel Group,1
≡,ITW - Illinois Tool Works,0.64,,327500,$246.30,"$80,663,000",,$297.42,20.76%,$210.69,$303.16,Thomas Gayner - Markel Group,1
≡,CG - Carlyle Group,0.63,,1327000,$59.11,"$78,439,000",,$54.24,-8.24%,$32.17,$68.94,Thomas Gayner - Markel Group,1
≡,NSC - Norfolk Southern Corp.,0.63,Add 6.63%,273500,$288.72,"$78,965,000",,$316.12,9.49%,$197.60,$319.94,Thomas Gayner - Markel Group,1
≡,SPGI - S&P Global Inc.,0.63,,150690,$522.59,"$78,749,000",,$410.45,-21.46%,$381.61,$576.91,Thomas Gayner - Markel Group,1
≡,ECL - Ecolab Inc.,0.57,,274300,$262.52,"$72,009,000",,$303.80,15.72%,$219.93,$306.52,Thomas Gayner - Markel Group,1
≡,ODFL - Old Dominion Freight Line,0.53,Add 17.53%,421650,$156.80,"$66,115,000",,$193.32,23.29%,$125.76,$208.74,Thomas Gayner - Markel Group,1
≡,ROK - Rockwell Automation Inc.,0.48,,154900,$389.07,"$60,267,000",,$388.47,-0.15%,$212.49,$438.72,Thomas Gayner - Markel Group,1
≡,ITIC - Investors Title Co.,0.42,,213300,$249.64,"$53,248,000",,$264.96,6.14%,$183.20,$282.11,Thomas Gayner - Markel Group,1
≡,SBUX - Starbucks Corp.,0.42,,623818,$84.21,"$52,532,000",,$95.39,13.28%,$73.47,$114.31,Thomas Gayner - Markel Group,1
≡,THG - Hanover Insurance Group,0.41,,281000,$182.77,"$51,359,000",,$174.95,-4.28%,$145.51,$188.17,Thomas Gayner - Markel Group,1
≡,TSN - Tyson Foods,0.41,Add 4.24%,884500,$58.62,"$51,849,000",,$62.90,7.30%,$50.12,$66.41,Thomas Gayner - Markel Group,1
≡,AON - Aon Plc,0.38,Add 3.27%,134050,$352.88,"$47,303,000",,$325.96,-7.63%,$304.59,$409.47,Thomas Gayner - Markel Group,1
≡,ACN - Accenture,0.34,,159400,$268.30,"$42,767,000",,$219.89,-18.04%,$215.16,$383.40,Thomas Gayner - Markel Group,1
≡,HGTY - Hagerty Inc.,0.33,,3108000,$13.44,"$41,772,000",,$12.14,-9.67%,$8.03,$14.00,Thomas Gayner - Markel Group,1
≡,RTX - RTX Corp.,0.33,,224000,$183.40,"$41,082,000",,$203.50,10.96%,$110.77,$206.48,Thomas Gayner - Markel Group,1
≡,HCA - HCA Healthcare Inc.,0.3,Add 7.27%,80680,$466.86,"$37,666,000",,$534.78,14.55%,$292.80,$552.90,Thomas Gayner - Markel Group,1
≡,FERG - Ferguson Enterprises Inc.,0.29,Add 11.22%,163500,$222.63,"$36,400,000",,$259.67,16.64%,$144.32,$271.64,Thomas Gayner - Markel Group,1
≡,TMO - Thermo Fisher Scientific,0.29,Add 12.54%,62800,$579.44,"$36,389,000",,$501.59,-13.44%,$384.82,$643.99,Thomas Gayner - Markel Group,1
≡,FDS - FactSet Research Systems,0.28,Add 4.41%,121873,$290.19,"$35,366,000",,$190.06,-34.50%,$185.00,$470.41,Thomas Gayner - Markel Group,1
≡,VRSK - Verisk Analytics Inc.,0.28,,155950,$223.69,"$34,884,000",,$177.30,-20.74%,$164.60,$321.24,Thomas Gayner - Markel Group,1
≡,COST - Costco Co.,0.27,,39150,$862.35,"$33,761,000",,$1012.05,17.36%,$842.91,$1065.16,Thomas Gayner - Markel Group,1
≡,YUM - Yum! Brands Inc.,0.27,,226451,$151.28,"$34,258,000",,$161.19,6.55%,$136.66,$165.32,Thomas Gayner - Markel Group,1
≡,ABNB - Airbnb Inc.,0.26,Add 5.79%,240289,$135.72,"$32,612,000",,$124.23,-8.47%,$99.88,$162.58,Thomas Gayner - Markel Group,1
≡,ALL - Allstate Corp.,0.26,,154550,$208.15,"$32,170,000",,$212.32,2.00%,$173.48,$216.75,Thomas Gayner - Markel Group,1
≡,TROW - T. Rowe Price Group,0.26,,314000,$102.38,"$32,147,000",,$93.81,-8.37%,$74.96,$115.38,Thomas Gayner - Markel Group,1
≡,UNP - Union Pacific,0.26,Add 11.44%,141278,$231.32,"$32,681,000",,$262.80,13.61%,$200.99,$265.37,Thomas Gayner - Markel Group,1
≡,LMT - Lockheed Martin Corp.,0.25,Add 3.61%,64513,$483.67,"$31,203,000",,$649.58,34.30%,$404.07,$656.34,Thomas Gayner - Markel Group,1
≡,SHW - Sherwin-Williams,0.24,,94172,$324.03,"$30,515,000",,$367.94,13.55%,$306.78,$378.76,Thomas Gayner - Markel Group,1
≡,CMCSA - Comcast Corp.,0.23,,961880,$29.89,"$28,750,000",,$31.55,5.55%,$23.89,$34.24,Thomas Gayner - Markel Group,1
≡,NKE - NIKE Inc.,0.23,,447400,$63.71,"$28,504,000",,$64.82,1.74%,$51.34,$80.55,Thomas Gayner - Markel Group,1
≡,CSCO - Cisco Systems,0.22,,355500,$77.03,"$27,384,000",,$76.85,-0.23%,$51.21,$88.19,Thomas Gayner - Markel Group,1
≡,MAR - Marriott Int'l.,0.22,Add 22.53%,89750,$310.24,"$27,844,000",,$359.94,16.02%,$203.87,$370.00,Thomas Gayner - Markel Group,1
≡,URI - United Rentals,0.2,,31150,$809.31,"$25,210,000",,$863.28,6.67%,$521.32,$1017.04,Thomas Gayner - Markel Group,1
≡,LAMR - Lamar Advertising Co.,0.19,Add 8.82%,185000,$126.58,"$23,417,000",,$132.57,4.73%,$95.95,$136.69,Thomas Gayner - Markel Group,1
≡,BF.A - Brown-Forman Corp. CL A,0.18,,843000,$26.31,"$22,180,000",,$29.45,11.93%,$25.53,$37.32,Thomas Gayner - Markel Group,1
≡,COF - Capital One Financial,0.18,,91000,$242.36,"$22,055,000",,$206.74,-14.70%,$141.84,$259.64,Thomas Gayner - Markel Group,1
≡,CCK - Crown Holdings,0.17,Add 11.87%,212000,$102.97,"$21,830,000",,$110.32,7.14%,$75.38,$115.85,Thomas Gayner - Markel Group,1
≡,RNR - RenaissanceRe Holdings Ltd.,0.16,,70000,$281.16,"$19,681,000",,$307.13,9.24%,$217.97,$315.88,Thomas Gayner - Markel Group,1
≡,PM - Philip Morris Intl.,0.15,,114500,$160.40,"$18,366,000",,$183.65,14.50%,$140.83,$190.98,Thomas Gayner - Markel Group,1
≡,WFC - Wells Fargo,0.15,,204450,$93.20,"$19,054,000",,$87.40,-6.22%,$57.18,$97.28,Thomas Gayner - Markel Group,1
≡,APD - Air Products & Chemicals,0.14,Add 10.00%,71500,$247.02,"$17,662,000",,$277.69,12.42%,$227.45,$313.12,Thomas Gayner - Markel Group,1
≡,CSX - CSX Corp.,0.13,Add 54.39%,440000,$36.25,"$15,950,000",,$41.03,13.19%,$25.91,$41.79,Thomas Gayner - Markel Group,1
≡,EFX - Equifax Inc.,0.13,,72850,$216.98,"$15,807,000",,$192.70,-11.19%,$166.02,$279.27,Thomas Gayner - Markel Group,1
≡,PAYX - Paychex Inc.,0.13,,150000,$112.18,"$16,827,000",,$93.27,-16.86%,$91.70,$156.86,Thomas Gayner - Markel Group,1
≡,SHOP - Shopify Inc.,0.13,,102750,$160.97,"$16,540,000",,$113.54,-29.47%,$69.84,$182.19,Thomas Gayner - Markel Group,1
≡,SPOT - Spotify Technology S.A.,0.12,,25900,$580.69,"$15,040,000",,$462.82,-20.30%,$405.00,$785.00,Thomas Gayner - Markel Group,1
≡,BK - Bank of New York Mellon Corp.,0.11,,121500,$116.09,"$14,105,000",,$118.80,2.33%,$69.01,$128.76,Thomas Gayner - Markel Group,1
≡,HXL - Hexcel Corp.,0.11,,189000,$73.90,"$13,967,000",,$88.98,20.41%,$44.79,$93.14,Thomas Gayner - Markel Group,1
≡,PEP - PepsiCo Inc.,0.11,,96210,$143.52,"$13,808,000",,$161.92,12.82%,$123.93,$171.48,Thomas Gayner - Markel Group,1
≡,SEIC - SEI Investments,0.11,,173200,$82.02,"$14,206,000",,$79.02,-3.66%,$63.90,$93.38,Thomas Gayner - Markel Group,1
≡,BF.B - Brown-Forman Corp.,0.1,,474187,$26.06,"$12,357,000",,$29.26,12.28%,$25.13,$37.94,Thomas Gayner - Markel Group,1
≡,CARR - Carrier Global Corp.,0.1,,235000,$52.84,"$12,417,000",,$66.43,25.72%,$50.03,$80.43,Thomas Gayner - Markel Group,1
≡,CME - CME Group,0.1,Add 42.97%,45750,$273.07,"$12,493,000",,$303.23,11.04%,$239.86,$309.35,Thomas Gayner - Markel Group,1
≡,FIX - Comfort Systems USA Inc.,0.1,,13000,$933.31,"$12,133,000",,$1337.75,43.33%,$275.80,$1399.00,Thomas Gayner - Markel Group,1
≡,HSY - Hershey Co.,0.1,Add 23.85%,67500,$181.99,"$12,284,000",,$219.40,20.56%,$146.80,$233.34,Thomas Gayner - Markel Group,1
≡,TGT - Target Corp.,0.1,,133000,$97.75,"$13,001,000",,$116.54,19.22%,$82.60,$125.93,Thomas Gayner - Markel Group,1
≡,CHH - Choice Hotels Int. Inc.,0.09,,115500,$95.26,"$11,003,000",,$110.01,15.48%,$83.78,$156.27,Thomas Gayner - Markel Group,1
≡,UBER - Uber Technologies Inc.,0.09,Add 13.36%,140000,$81.71,"$11,439,000",,$70.53,-13.68%,$60.63,$101.99,Thomas Gayner - Markel Group,1
≡,CBOE - CBOE Holdings Inc.,0.08,Add 46.49%,41750,$250.99,"$10,479,000",,$284.20,13.23%,$199.15,$285.80,Thomas Gayner - Markel Group,1
≡,IQV - IQVIA Holdings Inc.,0.08,,46900,$225.42,"$10,572,000",,$164.44,-27.05%,$134.65,$247.05,Thomas Gayner - Markel Group,1
≡,OTIS - Otis Worldwide Corp.,0.08,,114620,$87.35,"$10,012,000",,$92.44,5.83%,$83.08,$104.89,Thomas Gayner - Markel Group,1
≡,SMG - Scotts Miracle-Gro Co.,0.08,,168000,$58.35,"$9,803,000",,$69.89,19.78%,$44.07,$70.75,Thomas Gayner - Markel Group,1
≡,AMAT - Applied Materials,0.07,Add 29.90%,34100,$256.98,"$8,763,000",,$359.13,39.75%,$122.79,$376.32,Thomas Gayner - Markel Group,1
≡,HII - Huntington Ingalls Industries,0.07,Add 24.39%,25500,$340.08,"$8,672,000",,$417.83,22.86%,$160.92,$436.14,Thomas Gayner - Markel Group,1
≡,SONY - Sony Group Corp.,0.07,,335000,$25.60,"$8,576,000",,$22.82,-10.86%,$20.42,$30.34,Thomas Gayner - Markel Group,1
≡,UNH - United Health Group Inc.,0.07,,26500,$330.11,"$8,748,000",,$289.09,-12.43%,$231.57,$594.32,Thomas Gayner - Markel Group,1
≡,GHC - Graham Holdings Co.,0.05,,5200,$1098.65,"$5,713,000",,$1073.52,-2.29%,$869.08,$1222.77,Thomas Gayner - Markel Group,1
≡,NSP - Insperity Inc.,0.05,Add 16.05%,152873,$38.72,"$5,919,000",,$24.92,-35.64%,$24.47,$91.82,Thomas Gayner - Markel Group,1
≡,CNI - Canadian Natl Railway Co.,0.04,Add 78.00%,44500,$98.85,"$4,399,000",,$108.47,9.73%,$89.89,$109.90,Thomas Gayner - Markel Group,1
≡,EMN - Eastman Chemical,0.04,,74950,$63.83,"$4,784,000",,$79.11,23.94%,$55.35,$99.23,Thomas Gayner - Markel Group,1
≡,KMX - CarMax Inc.,0.04,,136500,$38.64,"$5,274,000",,$42.25,9.34%,$30.26,$89.47,Thomas Gayner - Markel Group,1
≡,XOM - Exxon Mobil Corp.,0.04,Add 1166.67%,38000,$120.34,"$4,573,000",,$146.19,21.48%,$94.55,$155.89,Thomas Gayner - Markel Group,1
≡,AYI - Acuity Brands Inc.,0.03,,9750,$360.00,"$3,510,000",,$311.16,-13.57%,$216.28,$379.92,Thomas Gayner - Markel Group,1
≡,BC - Brunswick Corp.,0.03,Add 42.54%,47750,$74.24,"$3,545,000",,$87.64,18.05%,$40.14,$89.61,Thomas Gayner - Markel Group,1
≡,CP - Canadian Pacific Kansas City,0.03,Add 62.90%,50500,$73.62,"$3,718,000",,$83.88,13.94%,$66.06,$85.15,Thomas Gayner - Markel Group,1
≡,ICE - Intercontinental Exchange Inc.,0.03,Add 271.35%,20870,$161.95,"$3,380,000",,$153.44,-5.25%,$142.74,$188.26,Thomas Gayner - Markel Group,1
≡,MGM - MGM Resorts International,0.03,,87500,$36.49,"$3,193,000",,$34.27,-6.08%,$25.30,$40.16,Thomas Gayner - Markel Group,1
≡,WRB - W.R. Berkley Corp.,0.03,,60750,$70.12,"$4,260,000",,$71.04,1.31%,$58.00,$77.72,Thomas Gayner - Markel Group,1
≡,DPZ - Dominos Pizza Inc.,0.02,,5500,$416.91,"$2,293,000",,$373.50,-10.41%,$370.70,$493.24,Thomas Gayner - Markel Group,1
≡,EXP - Eagle Materials Inc.,0.02,,14750,$206.71,"$3,049,000",,$229.72,11.13%,$191.49,$257.67,Thomas Gayner - Markel Group,1
≡,SYY - Sysco Corp.,0.02,,30500,$73.70,"$2,248,000",,$89.70,21.71%,$65.74,$91.85,Thomas Gayner - Markel Group,1
≡,BRO - Brown & Brown Inc.,0.01,Buy,11000,$79.73,"$877,000",,$68.83,-13.67%,$65.68,$124.76,Thomas Gayner - Markel Group,1
≡,TRU - TransUnion,0.0,Reduce 98.02%,2000,$86.00,"$172,000",,$75.31,-12.43%,$65.24,$99.64,Thomas Gayner - Markel Group,1
≡,GOOG - Alphabet Inc. CL C,4.08,Reduce 2.10%,7369114,$313.80,"$2,312,428,000",,$302.82,-3.50%,$142.27,$350.15,First Eagle Investment Management,1
≡,BDX - Becton Dickinson,3.98,Add 16.53%,11646000,$194.07,"$2,260,139,000",,$177.38,-8.60%,$126.24,$182.75,First Eagle Investment Management,1
≡,META - Meta Platforms Inc.,3.66,Reduce 5.46%,3149947,$660.09,"$2,079,248,000",,$639.29,-3.15%,$478.72,$795.06,First Eagle Investment Management,1
≡,WPM - Wheaton Precious Metals Corp.,3.19,Reduce 10.31%,15390108,$117.52,"$1,808,646,000",,$142.33,21.11%,$66.20,$160.36,First Eagle Investment Management,1
≡,TSM - Taiwan Semiconductor S.A.,3.18,Reduce 11.37%,5938326,$303.89,"$1,804,598,000",,$364.20,19.85%,$133.00,$380.00,First Eagle Investment Management,1
≡,HCA - HCA Healthcare Inc.,3.0,Reduce 6.97%,3646152,$466.86,"$1,702,242,000",,$534.78,14.55%,$292.80,$552.90,First Eagle Investment Management,1
≡,ORCL - Oracle Corp.,2.85,Reduce 6.21%,8290272,$194.91,"$1,615,857,000",,$153.97,-21.00%,$117.67,$344.21,First Eagle Investment Management,1
≡,IMO - Imperial Oil Ltd.,2.83,Reduce 7.64%,18605005,$86.39,"$1,607,314,000",,$117.42,35.92%,$57.68,$120.57,First Eagle Investment Management,1
≡,CHRW - C.H. Robinson Worldwide,2.57,Reduce 14.11%,9074016,$160.76,"$1,458,739,000",,$177.38,10.34%,$83.39,$203.34,First Eagle Investment Management,1
≡,ELV - Elevance Health Inc.,2.49,Add 0.61%,4022874,$350.55,"$1,410,219,000",,$344.78,-1.65%,$270.83,$451.93,First Eagle Investment Management,1
≡,B - Barrick Mining Corp.,2.47,Reduce 16.93%,32114660,$43.55,"$1,398,593,000",,$46.65,7.12%,$16.74,$54.69,First Eagle Investment Management,1
≡,WTW - Willis Towers Watson plc,2.46,Reduce 0.34%,4250802,$328.60,"$1,396,813,000",,$295.50,-10.07%,$275.60,$351.81,First Eagle Investment Management,1
≡,NEM - Newmont Corp.,2.41,Reduce 12.25%,13717958,$99.85,"$1,369,738,000",,$122.31,22.49%,$40.54,$134.88,First Eagle Investment Management,1
≡,FMX - Fomento Economico Mexicano,2.23,Reduce 0.01%,12507215,$101.07,"$1,264,104,000",,$114.65,13.44%,$79.68,$115.90,First Eagle Investment Management,1
≡,CRM - Salesforce.com,2.02,Add 17.03%,4319206,$264.91,"$1,144,201,000",,$184.29,-30.43%,$180.24,$327.60,First Eagle Investment Management,1
≡,BK - Bank of New York Mellon Corp.,1.99,Reduce 5.43%,9745637,$116.09,"$1,131,371,000",,$118.80,2.33%,$69.01,$128.76,First Eagle Investment Management,1
≡,CMCSA - Comcast Corp.,1.91,Add 0.68%,36171945,$29.89,"$1,081,180,000",,$31.55,5.55%,$23.89,$34.24,First Eagle Investment Management,1
≡,SLB - Schlumberger Ltd.,1.88,Add 0.63%,27718458,$38.38,"$1,063,834,000",,$49.84,29.86%,$30.19,$52.40,First Eagle Investment Management,1
≡,FNV - Franco Nevada Corp.,1.87,Add 26.53%,5123444,$207.29,"$1,062,037,000",,$249.73,20.47%,$135.87,$273.56,First Eagle Investment Management,1
≡,GLD - SPDR Gold Trust,1.73,Reduce 2.23%,2474833,$396.31,"$980,801,000",,$448.20,13.09%,$261.25,$509.70,First Eagle Investment Management,1
≡,EXPD - Expeditors Int'l,1.66,Add 0.51%,6312305,$149.01,"$940,596,000",,$147.16,-1.24%,$99.26,$167.19,First Eagle Investment Management,1
≡,MDT - Medtronic plc,1.66,Add 0.41%,9775234,$96.06,"$939,009,000",,$96.41,0.36%,$77.73,$105.55,First Eagle Investment Management,1
≡,UHS - Universal Health Services Inc.,1.66,Reduce 6.66%,4313583,$218.02,"$940,448,000",,$235.12,7.84%,$152.04,$246.12,First Eagle Investment Management,1
≡,PM - Philip Morris Intl.,1.64,Reduce 5.12%,5808120,$160.40,"$931,622,000",,$183.65,14.50%,$140.83,$190.98,First Eagle Investment Management,1
≡,WDAY - Workday Inc.,1.64,Add 87.77%,4338773,$214.78,"$931,881,000",,$143.12,-33.36%,$139.91,$281.00,First Eagle Investment Management,1
≡,XOM - Exxon Mobil Corp.,1.64,Reduce 0.52%,7753826,$120.34,"$933,095,000",,$146.19,21.48%,$94.55,$155.89,First Eagle Investment Management,1
≡,WY - Weyerhaeuser Co.,1.57,Add 166.15%,37621004,$23.69,"$891,241,000",,$26.88,13.47%,$20.96,$30.64,First Eagle Investment Management,1
≡,AEM - Agnico-Eagle Mines Ltd.,1.55,Reduce 1.26%,5192410,$169.59,"$880,558,000",,$212.96,25.57%,$91.33,$225.00,First Eagle Investment Management,1
≡,OKE - ONEOK Inc.,1.47,Add 46.29%,11365304,$73.50,"$835,350,000",,$85.61,16.48%,$63.16,$98.17,First Eagle Investment Management,1
≡,ABEV - Ambev S.A.,1.46,Reduce 0.75%,336057984,$2.47,"$830,064,000",,$3.08,24.70%,$1.72,$3.23,First Eagle Investment Management,1
≡,NTR - Nutrien Ltd.,1.45,Add 0.53%,13307283,$61.72,"$821,326,000",,$69.86,13.19%,$44.54,$73.55,First Eagle Investment Management,1
≡,BIO - Bio-Rad Laboratories Inc.,1.37,Add 1.99%,2570473,$302.99,"$778,827,000",,$264.93,-12.56%,$211.43,$343.12,First Eagle Investment Management,1
≡,PPG - PPG Industries,1.14,Add 0.43%,6290622,$102.46,"$644,537,000",,$129.18,26.08%,$88.43,$133.43,First Eagle Investment Management,1
≡,TXN - Texas Instruments,1.12,Add 0.51%,3649310,$173.49,"$633,118,000",,$225.69,30.09%,$135.67,$231.32,First Eagle Investment Management,1
